@relation example2

@attribute a1 real
@attribute a2 real
@attribute a3 real
@attribute class {1,2}

@data
1.738477,-0.816586,-1.870260,2
0.516071,0.636892,0.575645,2
2.872684,1.707325,4.069280,2
1.276013,-0.694670,-3.885150,2
3.193082,1.081015,9.420483,2
3.833604,0.956780,3.574925,2
3.367168,-0.280898,-1.112792,2
2.444603,0.223966,-4.149026,2
3.452948,2.421858,4.431177,2
2.399487,1.351172,-1.257076,2
2.665544,2.072682,2.844949,2
3.388229,0.625867,3.179601,2
2.417623,1.732939,5.566495,2
3.161252,1.480289,-1.470597,2
2.266251,0.838213,3.578270,2
1.960692,1.116900,4.985561,2
3.874545,-0.584878,0.165555,2
2.893196,1.734562,9.960370,2
3.532695,0.753842,3.293652,2
3.271280,0.819256,1.669721,2
3.569206,0.760142,4.486590,2
2.230102,2.980491,1.566001,2
3.218926,1.454887,3.792777,2
2.768196,0.677502,1.175697,2
2.971754,2.287428,5.003507,2
3.614997,-0.553889,6.454788,2
2.420825,1.403535,2.820810,2
2.590474,1.657184,6.826146,2
3.010093,0.628073,-1.261766,2
2.261849,2.348446,2.687131,2
3.776602,0.716399,4.665170,2
4.212251,1.064166,1.377105,2
2.615069,1.045983,2.712201,2
2.188695,1.196669,6.034615,2
5.423904,1.545775,1.749285,2
3.086908,0.974570,0.707482,2
3.064754,1.143588,-0.891805,2
1.898841,3.070662,3.364528,2
4.200621,0.588433,-1.939986,2
4.074034,1.042399,0.865386,2
5.011571,0.948110,1.976939,2
3.902263,1.026397,5.093540,2
3.678089,0.489292,1.953697,2
3.215019,0.701854,4.877722,2
3.006417,2.273692,-1.985196,2
1.524774,0.144355,1.545320,2
2.690110,0.794020,4.639330,2
3.243455,0.182720,-0.042017,2
3.677113,1.348076,-3.599094,2
1.377306,0.106576,9.055704,2
2.825549,-0.064492,1.051949,2
1.879346,3.110085,-2.170988,2
3.030071,0.614259,-0.673318,2
3.676672,2.035595,2.569943,2
1.828329,0.653465,-3.907581,2
4.300826,0.506497,-3.028598,2
2.678056,1.208595,-2.094044,2
2.644373,0.968231,4.354115,2
2.812581,0.732577,-2.401383,2
3.389497,0.587519,-0.355533,2
4.122524,1.647193,2.970237,2
1.561092,0.239127,-1.600919,2
2.796706,0.331161,-2.229774,2
2.937858,1.029707,0.595002,2
1.669802,2.222146,-2.141561,2
2.305355,-1.870210,-0.139929,2
4.266176,1.829064,1.950481,2
5.851201,2.332496,-4.525250,2
3.888953,0.738090,2.785597,2
2.742986,2.048460,-0.136683,2
4.524524,1.846971,5.629747,2
3.170640,1.213026,0.115704,2
2.685197,1.627138,-3.335206,2
4.001818,1.250448,1.618689,2
2.610176,1.191669,-0.944941,2
2.996704,2.448267,3.079921,2
3.966785,0.817111,1.482355,2
1.104146,1.379729,2.922103,2
2.929115,0.696790,-3.579276,2
3.137118,1.947549,2.961127,2
2.387399,-0.338193,-2.239101,2
2.846973,-0.437160,0.567336,2
2.182096,1.711600,-0.994585,2
3.415332,1.114980,1.004539,2
2.956685,1.235955,-3.151939,2
3.042595,1.666940,-0.776865,2
2.424997,0.101185,3.688898,2
5.113497,1.023083,5.234816,2
3.202163,-0.092556,-0.200312,2
2.054059,0.752199,-0.349530,2
-0.070555,-1.077954,-2.631389,2
3.144474,0.192971,-0.011976,2
3.912287,1.341160,-1.133893,2
3.091419,2.001186,4.473982,2
2.790026,1.740724,2.434529,2
2.656822,1.738783,4.889192,2
3.071771,0.861167,4.202214,2
3.107867,1.806232,2.715030,2
1.775137,0.570002,0.961873,2
2.311210,1.630737,6.524042,2
3.718451,0.929070,1.399387,2
1.951027,2.630734,-4.851043,2
4.350026,1.243625,2.980974,2
2.375584,0.073961,4.181462,2
3.261574,1.976297,0.251089,2
2.586213,1.020536,0.024115,2
3.337013,0.612748,-0.695675,2
2.358839,2.304326,-0.888307,2
2.520037,1.378266,5.740328,2
2.792539,3.554597,0.384220,2
5.332719,1.977156,-2.331999,2
3.396611,3.757141,5.209730,2
4.136290,0.285457,0.751283,2
5.221488,0.899905,-0.014139,2
1.269841,2.101154,3.258149,2
3.067356,0.654324,4.561677,2
4.845766,1.611574,4.248652,2
4.003898,0.474394,-0.681351,2
3.019913,0.435593,3.803144,2
3.495916,1.306551,9.055993,2
4.992396,-0.362680,2.574060,2
2.616528,1.329689,-0.985485,2
3.167407,1.036614,1.319857,2
3.466461,2.763771,1.197923,2
3.794262,-0.742465,2.275211,2
3.094601,2.444712,4.506398,2
0.938341,2.044036,-0.889813,2
3.146605,0.845701,5.713604,2
2.235772,0.375255,2.216889,2
3.060681,1.946765,4.092352,2
2.669352,0.590594,-0.842969,2
3.291690,0.937210,4.640999,2
3.594361,-0.009520,0.519977,2
2.641947,0.830364,-3.316250,2
2.072987,1.324569,4.365447,2
3.463021,1.742013,-1.829152,2
1.381534,1.967470,-1.174622,2
2.703596,1.675001,-2.136106,2
2.601576,1.274242,-2.073169,2
3.457758,1.482639,3.178434,2
4.693929,2.320991,5.720564,2
3.157998,0.903659,-1.992034,2
4.159606,-0.153233,-0.566398,2
3.587567,0.129071,-0.080232,2
3.824609,1.615580,2.580409,2
3.336387,1.226314,1.423217,2
4.598962,1.476595,-2.674858,2
3.549262,0.237850,3.365158,2
1.986057,0.471054,0.929522,2
3.294847,2.034468,0.800442,2
4.338353,1.617152,-0.926922,2
1.842883,1.164002,-0.298086,2
3.491820,0.871028,6.336970,2
2.074116,0.027445,0.863244,2
4.256183,0.617735,-1.931888,2
2.062524,0.230876,-2.525972,2
2.225959,2.183138,-1.577512,2
4.543459,0.965636,4.391819,2
1.247175,2.139925,5.893575,2
3.424969,-0.293738,5.433710,2
3.463488,0.775355,-0.514290,2
2.884207,1.877101,4.677033,2
1.617433,0.825369,2.844477,2
2.985207,0.031884,2.011410,2
2.050947,1.344931,1.813526,2
0.824905,2.369048,2.162273,2
1.674828,1.306086,2.686726,2
2.280709,0.157015,4.146613,2
4.856163,0.402244,4.713409,2
1.441083,0.023407,1.011633,2
3.126408,0.232484,5.651186,2
1.676132,1.190183,4.660436,2
3.488091,-0.725460,-5.244999,2
1.510768,-0.546079,-2.064587,2
2.233605,0.619316,-0.476272,2
2.753939,0.600841,-4.023916,2
2.438120,2.378941,7.082983,2
4.177215,2.211891,-3.143703,2
3.157508,1.126354,5.104059,2
3.105973,0.502917,1.629539,2
4.392851,1.174983,-3.284005,2
2.668399,0.984982,1.727230,2
3.063926,1.724765,1.871838,2
3.101213,0.210271,-2.709707,2
3.000924,0.426942,2.358684,2
3.181642,1.779232,-1.755818,2
3.205570,0.064642,5.761146,2
3.537004,1.386327,5.240309,2
3.904946,1.263016,0.799275,2
2.877812,1.268660,3.812150,2
3.034593,0.782343,0.432723,2
2.420595,2.656557,6.919596,2
3.577116,1.028940,2.206718,2
5.857814,0.975877,1.148525,2
2.548159,2.169837,2.352836,2
3.262423,2.243154,-0.480518,2
3.722382,2.657479,-5.293654,2
4.311528,2.031512,5.891881,2
3.305250,0.963343,-0.443810,2
2.006764,0.797236,-1.499157,2
1.570643,0.690036,-2.521865,2
3.489852,1.124792,0.543376,2
2.140696,0.994085,0.864879,2
2.784233,2.345198,-4.421858,2
3.260510,0.354316,-0.041876,2
1.125249,1.402922,4.794946,2
4.177983,0.373429,4.877553,2
5.179786,2.639631,4.843166,2
2.233302,0.826773,-0.717819,2
1.156057,-0.214195,6.622259,2
1.705452,1.416021,1.534257,2
2.838275,1.054995,-2.852250,2
2.078996,2.080737,1.868345,2
4.429600,0.684125,1.297144,2
3.971367,-0.273382,1.408023,2
1.939472,1.498496,1.783559,2
3.611539,1.525700,5.364201,2
2.426366,-0.402140,4.277940,2
0.550368,1.253072,3.417354,2
3.987174,1.647410,-2.145150,2
3.375963,1.201890,-5.525964,2
3.111230,2.143519,2.288368,2
2.938054,1.118833,-2.551922,2
2.990157,0.741933,-2.202794,2
4.150450,0.558457,2.588792,2
3.209683,0.713452,-1.005456,2
3.258058,1.394105,7.597231,2
2.393024,-1.205135,3.158007,2
3.654298,0.543721,-0.963258,2
3.661160,0.657772,0.889231,2
2.792297,1.889286,2.557011,2
2.568687,1.485364,6.447299,2
1.333195,0.302627,0.400031,2
1.558378,0.726708,-2.075556,2
2.437875,-0.231234,0.221931,2
2.717385,-0.145050,8.944186,2
3.190933,0.660893,2.159946,2
4.153240,1.240150,3.448002,2
4.410164,1.418956,0.401215,2
3.300026,1.539331,3.194273,2
2.168183,0.795483,1.309232,2
4.128904,2.944575,1.499979,2
2.250184,1.157050,-0.943372,2
4.712764,1.547016,-2.343414,2
2.454181,0.950202,-4.783378,2
1.936634,3.177456,5.306441,2
4.965879,0.415204,0.915399,2
4.281286,0.296690,4.663947,2
4.705947,2.952371,0.808299,2
2.538074,1.428039,1.426720,2
3.720515,0.337683,6.046865,2
2.049206,1.498001,-1.361440,2
2.582749,1.334224,3.902136,2
2.904925,-1.211651,1.132190,2
4.450805,0.191340,6.049995,2
2.828771,1.809478,-0.159668,2
3.220644,1.381803,10.941654,2
3.640070,1.036466,5.686782,2
1.190665,2.137372,0.146619,2
3.077974,1.247695,4.342025,2
2.740656,0.528317,1.497553,2
3.564031,1.179596,0.007769,2
5.481768,0.754276,2.060545,2
2.723390,1.774924,-0.465602,2
1.597310,1.187967,4.347225,2
4.298518,-0.124804,-0.373776,2
2.877149,0.677864,4.452944,2
3.936190,-0.176136,2.323440,2
3.772628,2.204127,3.805394,2
3.140127,1.513092,1.741039,2
2.442758,0.728822,0.107694,2
1.192674,0.742255,-1.405417,2
3.480472,2.503358,2.662187,2
3.774593,-0.675855,-4.358303,2
1.893171,-1.044577,1.759414,2
2.167675,0.732028,-2.547273,2
4.397862,0.658398,4.271355,2
3.224172,0.989213,-2.013120,2
4.147165,0.762656,-1.020654,2
4.894180,1.782214,-0.436383,2
3.883240,1.202309,0.857048,2
2.166881,0.837792,-0.066226,2
2.703120,1.796650,-2.037367,2
3.010491,0.126510,-0.391243,2
3.128903,1.465017,0.212787,2
2.315746,0.617123,3.405901,2
2.229075,1.903176,0.979223,2
3.445116,1.883799,2.255658,2
3.352908,0.878484,-1.931838,2
3.069708,2.614140,-2.326862,2
3.069738,2.601833,-3.073505,2
3.632012,1.431818,-3.624518,2
3.962062,1.161448,1.565245,2
2.816202,0.187590,-0.913641,2
2.818795,0.474091,1.943090,2
3.687958,0.966230,-0.220209,2
2.403878,0.731823,2.446576,2
4.065493,0.907522,1.890680,2
3.237389,0.769055,-2.090452,2
2.666046,2.389109,0.968001,2
1.429548,1.671817,4.491346,2
2.843892,0.674369,-1.956100,2
1.513786,1.469606,1.121780,2
2.181591,0.816034,0.637842,2
2.588328,0.668014,0.955559,2
2.778303,-0.339444,-1.036935,2
3.296226,1.517319,1.485457,2
2.915950,0.641121,2.734048,2
0.809235,1.541026,2.721013,2
4.646340,0.188612,2.217909,2
2.581747,-0.006566,1.921278,2
4.165836,2.132646,2.324139,2
4.426692,-0.728803,-0.178399,2
1.458380,1.008345,3.123857,2
2.732211,1.504096,-0.576654,2
4.289257,0.932036,-2.267932,2
3.263025,1.346388,3.244247,2
3.492456,0.654301,0.069422,2
2.088923,-0.842103,-4.431680,2
2.654053,0.155482,5.573920,2
2.667813,1.289584,-0.501907,2
3.817976,-0.339549,3.578166,2
4.067340,2.703969,0.680780,2
4.111047,3.491572,2.548258,2
2.976230,1.245426,0.232471,2
4.412517,2.257476,1.520779,2
2.813509,1.174842,3.831303,2
2.314776,1.579025,2.960200,2
3.637439,1.873748,0.582930,2
3.052298,0.229139,-3.453237,2
1.963868,0.093293,1.807753,2
4.517529,2.496318,0.846703,2
3.090988,1.525340,-1.023797,2
1.910111,2.015318,5.179162,2
1.174443,0.320928,0.370369,2
3.167844,1.521239,0.351381,2
3.295897,-0.489402,2.436499,2
3.932241,2.251253,-0.354752,2
2.000013,0.593634,5.867171,2
2.792685,2.049840,3.623985,2
1.880292,-0.132499,-1.546349,2
2.897657,2.542752,3.823294,2
1.852610,2.053000,2.437883,2
3.051115,1.867346,6.861660,2
3.194586,1.385429,-0.005780,2
3.320402,1.624394,3.104042,2
2.106926,-0.386994,2.198430,2
2.299280,0.810953,-1.915107,2
2.049555,0.117257,8.499928,2
3.401256,1.048017,2.171538,2
1.467433,2.196857,0.637745,2
2.230139,1.554659,-0.397612,2
2.934733,1.019628,3.451958,2
3.918469,0.226362,-2.139849,2
3.933820,1.830881,-0.032781,2
3.458069,-0.088945,5.853087,2
2.456114,0.325546,-5.339564,2
4.129963,-0.501747,-0.281319,2
2.610568,-0.749578,-1.023806,2
4.684228,0.532588,0.768044,2
2.263449,1.902832,6.240416,2
1.476164,-0.130601,4.218331,2
4.314802,1.044619,-0.914667,2
3.095579,2.429797,1.999343,2
3.636622,-0.242176,0.735796,2
3.467093,0.429392,2.984000,2
3.276325,2.356221,-1.063449,2
4.345001,0.224078,0.526440,2
1.492201,-0.459789,-2.132671,2
2.643101,0.550066,4.444596,2
2.213940,1.126396,6.942635,2
4.095632,1.134319,-3.239307,2
0.871393,0.542259,-0.062531,2
3.491177,0.127189,1.714165,2
1.429906,0.579256,4.908314,2
1.565201,-0.007053,5.655187,2
2.135976,1.246546,3.902174,2
2.461354,0.407699,-3.318830,2
2.757858,1.994564,-1.113713,2
1.558360,1.525468,-1.398047,2
2.795393,2.032015,2.345040,2
3.742473,-0.232754,2.817563,2
4.648767,0.671476,7.373062,2
4.031167,1.733010,4.692436,2
1.441501,0.011890,3.347032,2
3.504040,1.104087,-0.449125,2
4.225372,0.638045,-2.720022,2
2.213338,0.600807,-1.025765,2
4.095512,0.147385,-3.024514,2
2.234728,0.824239,-1.249875,2
4.332883,1.857075,-3.410778,2
3.830080,3.093447,-4.386195,2
4.198037,0.015596,-0.659829,2
2.262709,0.850561,1.836177,2
1.961495,-0.879307,-3.842156,2
2.707756,1.571171,-0.380544,2
2.962898,1.793867,3.023815,2
1.898861,1.431064,-8.511569,2
2.628133,1.822751,-1.403240,2
4.144680,-0.888881,-0.784157,2
1.950561,2.046784,-4.974556,2
4.516007,0.757425,-1.457131,2
2.451453,2.016746,0.567155,2
2.603535,-0.364272,3.532815,2
2.918213,-0.078765,1.976096,2
2.577818,1.675107,0.337670,2
3.268287,2.009294,0.265517,2
2.524046,0.870954,-3.365756,2
3.916220,2.730364,-0.098238,2
3.354359,3.431835,2.979375,2
3.214109,1.714283,0.052620,2
3.019181,2.164269,2.650158,2
2.592344,0.055048,-0.879304,2
2.426188,0.814781,5.593479,2
3.190592,0.702818,-4.602951,2
4.494687,2.451703,0.110125,2
3.217375,1.057200,0.871264,2
2.835258,1.856281,4.391434,2
2.136307,2.202771,7.409066,2
3.787798,0.337213,2.667733,2
2.935898,1.108932,1.033018,2
