@relation pendigits
@attribute 'a1' integer
@attribute 'a2' integer 
@attribute 'a3' integer 
@attribute 'a4' integer
@attribute 'a5' integer 
@attribute 'a6' integer 
@attribute 'a7' integer
@attribute 'a8' integer 
@attribute 'a9' integer 
@attribute 'a10' integer
@attribute 'a11' integer 
@attribute 'a12' integer 
@attribute 'a13' integer
@attribute 'a14' integer 
@attribute 'a15' integer 
@attribute 'a16' integer 
@attribute class {3, 8, 9}

@data
  0, 78, 37,100, 62, 89, 51, 60, 98, 45,100, 13, 53,  0, 10, 14, 3
 63, 88, 34,100,  4, 70, 64, 66, 99, 68,100, 29, 63,  0,  0,  7, 9
 53, 97, 31, 66, 44, 20,  9,  0,  0, 41, 54, 67,100, 95, 37,100, 8
 59, 77, 60, 44, 69,  0,  0,  6, 36, 43,100, 72, 96,100, 31, 75, 8
 55,100, 43, 41,100, 42, 61, 96, 45, 43, 10,  0, 98, 20,  0, 27, 8
 82, 83, 39,100, 10, 64, 71, 33, 72,  0,  0, 10, 42, 48,100, 82, 8
 11, 77, 84, 63, 79,100,  0, 83, 56, 67,100, 56, 87,  7,  1,  0, 9
 62, 57,100, 81, 75,100, 23, 85,  0, 58, 55, 50, 90, 32, 84,  0, 9
 95, 88, 23,100, 57, 62,100, 24, 42,  0,  0, 31, 44, 69, 87, 97, 8
 60, 62, 92, 72,100,100, 30, 82,  0, 54, 73, 68, 73, 40, 51,  0, 9
  0, 78, 36,100, 81, 87, 62, 57, 84, 51,100, 18, 57,  0, 12, 13, 3
 28, 75, 42,100, 87, 95, 68, 61, 87, 42,100, 10, 51,  0,  0, 12, 3
 51, 65, 59,100,  0, 72, 63, 37,100,  1,  4,  0, 15, 37, 99, 62, 8
 93, 67, 83,100, 35, 88, 71, 85,100, 93, 72, 59, 39, 28,  0,  0, 9
 49,100,  8, 93,  0, 60, 45, 82, 61, 57,100, 28, 73,  0,  8,  2, 9
 91, 79, 44, 68,  0, 74, 24,100, 69, 91, 83, 61, 89, 30,100,  0, 9
 78, 97, 44, 68,100, 30, 65,  0, 38, 35, 84, 77, 76,100,  0, 72, 8
 14, 70, 58, 36, 28,  0,  0, 30, 48, 66,100,100, 46, 95, 22, 55, 8
 68, 90, 62, 80,100, 34, 54,  0,  0, 21, 55, 58, 97,100, 29, 96, 8
 99, 81, 62,100, 27, 81, 68, 59,100, 63, 91, 21, 50,  0,  0,  7, 9
 70, 67,100, 86, 55,100,  0, 82, 26, 62, 92, 58, 80, 29, 75,  0, 9
100,100, 41, 92, 20, 60, 38, 24,  0,  0,  0, 24, 47, 48, 97, 71, 8
 17, 83, 62, 73,100, 99, 14,100, 47, 79, 98, 56, 56, 26,  0,  0, 9
 18, 73,100, 80, 95,100, 10, 80,  0, 54, 92, 68, 92, 40, 58,  0, 9
100, 85, 67,100, 56, 66, 96, 79, 90, 65, 86, 28, 54,  0,  0, 11, 9
 52, 80, 82,100, 89, 72, 52, 47, 98, 33,100,  9, 50,  1,  0,  0, 3
 38, 90, 77,100, 80, 76, 67, 55,100, 35, 82,  8, 39,  0,  0, 14, 3
 55, 95,  0,100, 26, 67, 64, 33, 50,  0, 16, 29, 47, 63,100, 90, 8
100, 82, 75,100, 54, 76, 82, 86, 69, 55, 60, 23, 35,  0,  0,  4, 9
 72, 88, 13,100,  0, 67, 28, 30, 22,  0,  3, 34, 51, 62,100, 90, 8
 35, 80, 50,100, 63, 72, 59, 54,100, 41, 89, 13, 46,  0,  0,  0, 3
 30, 83, 64,100,100, 85, 64, 63, 98, 41, 98, 14, 48,  0,  0, 10, 3
  0, 79, 28, 58, 99, 80, 48,100, 12, 79,100, 68, 87, 34, 84,  0, 9
 20, 91, 59,100,100, 91, 84, 71, 52, 53, 64, 32, 39, 12,  0,  0, 3
 35, 80, 73,100, 95, 84, 55, 62,100, 44, 97, 14, 49,  0,  0,  9, 3
 46, 89, 79,100, 85, 73, 67, 61,100, 40, 76, 12, 27,  0,  0, 22, 3
 32, 84, 52, 43, 94, 72, 36,100, 33, 80,100, 56, 74, 15,  0,  0, 9
 74, 88, 15,100, 25, 61, 82, 27, 56,  0,  0, 23, 52, 58,100, 90, 8
 31, 81, 51,100, 83, 85, 50, 62, 88, 41,100, 14, 53,  0,  0,  5, 3
 17, 77, 50,100,100, 99, 60, 75, 83, 52, 97, 16, 51,  0,  0,  0, 3
 67, 73, 40,100, 10, 69, 34, 31, 29,  0,  0, 24, 51, 47,100, 72, 8
 40, 87, 87,100,100, 75, 59, 53, 88, 50, 91, 19, 48,  0,  0, 11, 3
 49, 92, 58, 48, 66,  4,  0,  0, 39, 36,100, 65, 92,100, 25, 88, 8
 25, 85, 68, 51, 91, 13, 16,  0, 50, 33,100, 65, 79,100,  0, 89, 8
  2, 87, 35,100, 49, 76, 39, 53, 93, 44,100, 19, 57,  1,  0,  0, 3
 96, 73, 44, 55,  0, 74, 32,100, 88, 91,100, 58, 83, 24, 42,  0, 9
 47, 85, 41,100, 77, 82, 61, 53,100, 36, 93, 10, 43,  0,  0, 10, 3
  0, 69,  5, 92, 62,100,100, 82, 80, 53, 97, 26, 97,  2, 38,  0, 3
 92, 78, 27,100,  0, 67, 67, 36,100,  0, 14,  5, 40, 44, 95, 76, 8
 46, 62, 85, 96, 15,100, 12, 60, 44, 19,  0,  0, 28, 37,100, 55, 8
  5, 87, 50,100,100, 98, 73, 75, 36, 56, 65, 36, 44, 15,  0,  0, 3
 17, 85, 54,100, 90, 84, 89, 57,100, 36, 97, 11, 49,  0,  0,  1, 3
 69, 45,100, 75, 66,100,  9, 82,  0, 48, 65, 53, 98, 38, 87,  0, 9
 94, 75, 55,100,  0, 78, 17, 45, 76, 62,100, 78, 92, 36, 84,  0, 9
 88, 81, 43,100, 31, 74, 86, 69,100, 57, 86, 17, 38,  0,  0,  7, 9
 92, 77, 88,100, 46, 83, 79, 69,100, 54, 97, 18, 53,  0,  0,  6, 9
100, 90, 40,100,  0, 73, 75, 76, 94, 95, 87, 63, 75, 31, 77,  0, 9
 52, 86, 27,100,  0, 73, 56, 73,100, 85, 87, 48, 58, 14,  5,  0, 9
 73, 86, 12,100,  0, 66, 77, 35,100,  0,  6,  8, 34, 48, 75, 85, 8
100, 96, 65, 98, 61, 80, 99,100, 81, 66, 60, 32, 34,  0,  0,  0, 9
 74, 78, 51,100,  0, 80, 44, 62,100, 84, 98, 62, 92, 28, 92,  0, 9
 26, 93, 15, 77, 97, 45, 95,  1,  0,  0, 42, 45,100, 88, 23,100, 8
 46, 48,100, 74, 87,100, 10, 86, 30, 68, 90, 58, 43, 29,  0,  0, 9
 58, 58,100, 94, 45,100, 41, 59, 72, 20, 10,  0,  0, 31, 67, 57, 8
 80, 89, 52, 97, 46, 49, 59,  0,  0,  6, 51, 44,100, 84, 49,100, 8
 15, 91, 68,100, 81, 82, 44, 56, 59, 39,100, 20, 54,  1,  0,  0, 3
100, 84, 63,100, 39, 67, 86, 70, 93, 71, 85, 33, 58,  0,  0,  2, 9
 42, 97,  0, 75, 84, 73, 51,100, 13, 86,100, 73, 71, 34, 18,  0, 9
  0, 57, 35, 95,100,100, 95, 57, 53, 19, 43,  0, 60, 38,  0, 63, 8
 69,100, 86, 68, 98, 98, 32, 81,100, 77, 98, 51, 82,  6,  0,  0, 9
 89, 74, 70,100,  0, 98, 10, 72, 80, 77,100, 68, 85, 33, 55,  0, 9
 20, 78, 75, 75,100,100,  0, 93, 35, 77, 97, 64, 82, 32, 65,  0, 9
 88,100, 42, 84, 69, 66,100, 92, 92, 62, 83, 26, 49,  0,  0,  1, 9
 29,100, 49, 61, 97, 83, 41, 95, 73, 51,100, 39, 60,  0,  0, 18, 9
100, 71, 44, 70, 53,100, 85, 86, 86, 51, 90, 16, 50,  0,  0, 19, 9
 10, 63, 43,100,100, 85, 75, 43, 35,  6, 61,  0, 58, 35,  0, 66, 8
100, 93, 47,100,  7, 70, 43, 32, 27,  0,  0, 32, 36, 70, 83,100, 8
 64, 87,  0,100, 35, 53, 78,  6, 19,  0, 61, 41,100, 82, 44, 78, 8
100,100, 21, 84, 41, 44, 79,  6,  0,  0, 33, 39, 80, 76, 49, 97, 8
 54, 83, 11, 68, 44, 32, 30,  0,  0, 27, 49, 59,100, 90, 21,100, 8
 40, 80, 61,100, 77, 76, 65, 54,100, 40, 86, 13, 46,  0,  0,  1, 3
 21, 64, 55, 29,  7,  0,  0, 32, 55, 65,100,100, 20, 93, 12, 57, 8
 31, 87, 22, 49, 83,100,  0, 74, 45, 67, 23,  0,100, 37, 15, 38, 8
100, 81, 40,100,  0, 66, 68, 63, 95, 91, 99, 49, 85,  8,  5,  0, 9
100, 80, 48, 72,  0, 81, 34,100, 66, 83, 63, 55, 54, 27, 54,  0, 9
 56, 91, 24,100, 47, 77, 83, 87,100, 48, 99,  8, 51,  0,  0, 14, 9
 14, 96, 67,100, 76, 76, 53, 59,100, 40, 88, 11, 36,  0,  0,  5, 3
 60, 65, 95,100,100, 76, 67, 38, 37,  0, 76,  8, 57, 44,  0, 62, 8
100,100, 57, 92, 57, 58, 94, 84, 96, 73, 86, 30, 48,  0,  0,  6, 9
 51, 86, 77,100, 64, 70, 89, 58,100, 27, 75,  0, 35,  0,  0, 18, 3
100, 82, 39,100, 16, 71, 56, 38, 68,  2,  0,  0, 21, 34, 93, 55, 8
 27, 76, 74, 75,100,100, 30, 97,  0, 75, 56, 55, 81, 28, 68,  0, 9
 18, 73, 29,100, 92, 98, 61, 71, 55, 49,100, 24, 65,  0,  0,  2, 3
  7, 87, 54,100,100, 88, 69, 66, 87, 37, 99,  6, 51,  0,  0,  8, 3
 45, 81, 54,100,100, 90, 85, 59, 87, 31, 83,  2, 35,  0,  0, 19, 3
  0, 89, 10,100, 46, 82, 11, 58, 32, 50, 94, 43,100, 18, 52,  0, 3
 94, 72, 56, 72, 39, 95, 88,100,100, 73, 71, 46, 37, 22,  0,  0, 9
 80, 84, 11,100, 19, 64,100, 35, 88,  0,  0, 15, 42, 52, 99, 88, 8
 69, 90, 33, 61, 75, 16, 12,  0,  0, 38, 77, 59,100,100, 20, 95, 8
 35, 78, 50,100,100, 91, 78, 61, 88, 47, 95, 16, 47,  0,  0,  7, 3
 14, 82, 45,100, 57, 74, 43, 53,100, 51,100, 25, 58,  5,  0,  0, 3
  1, 74, 23,100, 83, 87, 75, 42, 49,  0,100,  2, 55, 34,  0, 64, 8
 11, 58, 65, 35, 67,  0,  4, 19, 41, 53,100, 81, 57,100,  0, 79, 8
 69,100, 26, 88, 70, 76, 72, 81, 88, 49,100, 17, 56,  0,  0,  4, 9
  0,  0, 45, 14, 85, 34,100, 60, 88, 88, 43,100, 37, 76, 88, 65, 9
 38, 99, 77,100,100, 78, 66, 59, 98, 35, 80,  9, 37,  0,  0,  9, 3
 99, 80, 77,100, 28, 81, 60, 62,100, 70, 84, 33, 55,  0,  0,  4, 9
 88,100, 37, 88, 45, 60, 97, 79,100, 78, 89, 40, 56,  8,  0,  0, 9
 37, 75, 68,100,100, 83, 72, 54, 68, 45, 86, 18, 45,  0,  0,  9, 3
  5, 76, 38,100,100, 98, 88, 69, 48, 44, 95, 26, 61,  2,  0,  0, 3
 95, 83, 17, 87, 51, 48, 92, 10,  0,  0, 25, 37,100, 69, 94,100, 8
 13, 71, 51,100,100, 78, 57, 39, 15,  0, 79,  8, 25, 44,  0, 82, 8
 34, 82, 69,100, 94, 77, 65, 50,100, 42, 88, 12, 44,  0,  0,  9, 3
  0, 94, 46,100, 68, 80, 59, 60, 93, 41,100, 15, 62,  0, 14,  2, 3
  6, 50, 41, 50,100, 19, 44,  0, 20, 37, 63, 73, 65,100,  0, 73, 8
 34, 89, 68,100, 78, 80, 61, 67,100, 48, 95, 19, 51,  0,  0,  0, 3
 36, 77, 65,100,100, 83, 74, 52, 80, 41, 88, 14, 44,  0,  0, 10, 3
 80, 96, 24,100, 33, 61, 49, 21, 11,  0,  0, 36, 48, 63,100, 89, 8
 49, 82,  6,100,  0, 65, 19, 27, 15,  0,  8, 38, 48, 62,100, 68, 8
 19, 71, 30,100, 78, 89, 50, 65, 81, 46,100, 17, 56,  0,  0,  3, 3
 76, 76, 39,100,  0, 76, 41, 39, 73,  0, 17,  7, 35, 47,100, 69, 8
 41, 78, 68,100, 78, 83, 70, 57,100, 34, 82,  5, 41,  0,  0,  9, 3
100,100, 42,100,  1, 71, 18, 33, 14,  0,  0, 32, 36, 64, 83, 92, 8
 43, 93, 86,100,100, 74, 61, 52, 55, 36, 98, 19, 56,  0,  0,  0, 3
 58, 94, 14, 82, 31, 32, 11,  0,  0, 36, 58, 65,100, 97, 30,100, 8
 79, 70, 18, 71, 38,100, 72, 80, 85, 48,100, 16, 57,  0,  0, 15, 9
 78, 81, 41, 91, 41, 44, 56,  0,  0, 18, 48, 60,100,100, 33, 91, 8
 52, 95,  0, 83, 42, 41, 81,  0,  1,  2, 44, 39,100, 75, 50,100, 8
 55, 65,100, 86, 57,100,  0, 83, 40, 68, 91, 54, 62, 26, 29,  0, 9
  0, 77, 18,100, 62,100, 71, 72, 72, 41,100, 17, 75,  0, 32,  4, 3
 32, 63, 76, 31, 50,  0,  0, 14, 50, 44,100, 73, 78,100, 24, 75, 8
  0, 83, 43,100, 77, 78, 45, 49, 61, 44,100, 21, 58,  0,  4,  6, 3
 68, 66,100, 93, 48,100,  0, 78, 47, 68, 90, 56, 67, 26, 29,  0, 9
 86, 98, 19, 85, 47, 41, 74,  0,  0, 10, 42, 49,100, 84, 51,100, 8
100, 96, 47, 92, 36, 58, 58, 20, 17,  0,  0, 33, 27, 69, 65,100, 8
  0, 88, 39, 74, 88, 97, 13,100, 34, 89,100, 74, 81, 35, 51,  0, 9
 87, 86, 45,100, 26, 71, 71, 60,100, 57, 90, 17, 49,  0,  0,  5, 9
  8, 81, 48,100, 98, 90, 77, 63,100, 28, 86,  0, 35,  9,  0, 35, 3
 46, 92, 73,100,100, 83, 66, 66, 73, 44, 75, 20, 37,  8,  0,  0, 3
 42, 78, 56, 78,100, 38, 50,  0,  8, 20, 58, 60, 94,100,  0, 89, 8
  9, 80, 24, 98, 88,100, 78, 72, 65, 52,100, 30, 64,  5,  0,  0, 3
  0, 85, 39,100, 84, 94, 62, 65, 77, 47,100, 22, 63,  0, 25,  8, 3
100,100, 19, 93,  0, 53, 27, 11,  1,  0, 29, 41, 79, 77, 54, 96, 8
 20, 89, 59,100, 88, 75, 55, 50, 64, 31,100,  8, 53,  0,  0,  2, 3
 47,100,  3, 99, 14, 80, 43, 82, 72, 50,100, 17, 58,  0,  0, 12, 9
 13, 93, 56, 60,100, 25, 35,  0,  8, 29, 60, 63, 81,100,  0, 98, 8
 38, 76,  0, 91, 39, 45, 75,  0, 24, 12, 58, 58,100,100, 37, 94, 8
 37, 96, 80,100,100, 79, 58, 64,100, 45, 99, 17, 55,  0,  0,  1, 3
  0, 75, 24,100, 64, 95, 57, 66, 96, 50,100, 19, 64,  0, 22,  3, 3
  0, 83, 26,100, 71, 93, 77, 67, 77, 40,100, 16, 67,  0, 18,  0, 3
 88, 87,  0, 82,  3, 95, 97,100,100, 75, 91, 50, 91, 25,100,  0, 9
 28, 60, 15,100,100, 98, 74, 50, 21,  6, 76,  0, 23, 43,  0, 87, 8
  0, 76, 23,100, 62, 85, 41, 52, 59, 47,100, 24, 71,  0, 28, 16, 3
100, 88, 47,100, 28, 62, 74, 27, 55,  0,  0, 19, 32, 60, 86, 88, 8
 12, 80, 48,100, 83, 73, 22, 55, 71, 45,100, 15, 40,  0,  0, 17, 3
  9, 82, 52,100, 66, 81, 38, 55, 89, 45,100, 17, 55,  0,  0,  7, 3
 53, 89, 59, 68, 77,100, 38, 89,100, 74, 93, 42, 57,  0,  0, 20, 9
 77,100, 41, 79, 56, 38, 34,  0,  0, 19, 53, 50,100, 82, 39, 94, 8
 50, 91, 56, 72,100,100, 46,100, 82, 81, 94, 43, 64,  4,  0,  0, 9
 12, 52, 65, 54,100, 23, 47,  0, 39, 33, 74, 67, 68,100,  0, 90, 8
 57, 61, 94, 86, 52,100,  0, 81, 43, 68,100, 56, 87, 26, 54,  0, 9
100, 72, 75,100, 43, 80, 82, 78, 92, 53, 88, 17, 47,  0,  0,  7, 9
  2, 73, 26, 98,100,100, 98, 76, 43, 55, 64, 39, 64, 15,  0,  0, 3
 57, 90,  0, 88, 46, 52,100, 19, 39,  0, 33, 37, 69, 75, 39,100, 8
 39,100, 75, 61,100, 98, 34, 81,  9, 30, 72,  0, 83, 45,  0, 50, 8
  0, 88, 61, 68,100, 90, 14,100, 24, 79, 80, 54, 46, 25,  3,  0, 9
 77,100,  0, 87, 36, 41, 60,  0,  6, 19, 70, 56,100, 97, 12, 90, 8
 55, 88, 83,100, 71, 70, 89, 68,100, 31, 74,  1, 33,  0,  0, 24, 3
  0, 88, 48,100, 78, 77, 43, 51, 55, 41,100, 22, 67,  0, 16,  7, 3
100, 76, 41, 59, 25, 82, 80,100, 89, 64, 90, 27, 59,  0,  0, 16, 9
 16, 87, 45,100, 93, 94, 64, 71, 85, 49,100, 25, 53, 10,  0,  0, 3
 83,100,  9, 87, 57, 44, 60,  0,  0, 17, 56, 56,100, 95, 10,100, 8
 68, 66,100, 98, 57,100, 27, 68, 73, 72, 78, 37, 45,  5,  0,  0, 9
  9, 88, 49,100, 64, 76, 21, 56, 72, 46,100, 21, 59,  2,  0,  0, 3
 40,100, 70, 60, 90,100, 31, 94, 84, 63,100, 31, 52,  0,  0, 28, 9
 17, 91, 50,100, 76, 77, 63, 59,100, 38, 84, 10, 35,  0,  0, 12, 3
 11, 80, 37,100, 83, 89, 50, 65,100, 54, 97, 24, 54,  4,  0,  0, 3
 38, 54,100, 82, 64,100, 34, 65, 60, 27, 17,  0,  0, 32, 59, 62, 8
 67, 93, 40,100, 68, 76, 76, 92,100, 55, 94, 13, 49,  0,  0,  6, 9
 99,100, 51, 99, 56, 77,100, 90, 96, 67, 78, 38, 45, 14,  0,  0, 9
  0, 85, 36,100, 45, 74, 24, 51, 80, 56,100, 31, 61, 10,  6,  0, 3
 53, 93,  0, 88, 58, 59, 49,100, 44, 70,100, 41, 58,  0,  0, 16, 9
 60, 47,100, 69, 95,100, 38, 98,  0, 73, 33, 49, 82, 32, 68,  0, 9
 51, 58, 83,100,  0, 92,  3, 49, 68, 10, 13,  0, 15, 43,100, 77, 8
  0, 82, 41,100, 95, 92, 83, 62, 73, 50,100, 21, 59,  0,  5,  9, 3
 64, 81,  7, 82, 54, 74,100,100,  4, 87, 82, 61, 55, 29,  0,  0, 9
 18, 78, 53,100, 85, 85, 48, 61, 71, 46,100, 20, 56,  0,  0,  5, 3
 39, 96, 79,100, 93, 79, 67, 57,100, 38, 88, 13, 46,  0,  0,  2, 3
  0, 81, 53, 71,100,100, 47,100, 14, 69, 77, 76, 78, 42, 61,  0, 9
  3, 83, 47, 67, 51, 25,  0,  0, 11, 37, 65, 69,100,100, 21, 92, 8
 85, 52, 85, 98,  0, 79, 65, 39,100,  0,  9, 13, 62, 56,100,100, 8
  0, 82, 32,100, 69, 84, 47, 58, 82, 46,100, 21, 66,  0, 13,  1, 3
 90,100,  0, 96,  8, 65, 83, 83,100, 96, 85, 64, 75, 32, 81,  0, 9
 39, 96, 24, 66,100, 94, 19,100, 30, 76, 95, 69, 70, 28,  0,  0, 9
  0, 63, 56, 35, 98,  0, 41,  1, 62, 39,100, 74, 69,100, 10, 74, 8
 14, 84,  0, 53, 79, 83,  9,100,  8, 66,100, 80, 67, 38, 14,  0, 9
  4, 75, 55, 68,100, 95, 46,100,  0, 72, 51, 64, 62, 43, 35,  0, 9
 62,100,  0, 96, 40, 62,100, 30, 43,  0,  6, 27, 38, 73, 13, 99, 8
  0, 82, 36,100, 83, 88, 64, 62, 83, 48,100, 16, 57,  0, 14, 13, 3
 50, 77, 57,100,100, 91, 77, 62, 95, 36, 90,  6, 42,  0,  0, 18, 3
 89, 75, 77,100,  0, 83, 38, 56,100, 81, 91, 50, 74, 12,  2,  0, 9
 11, 75, 49, 47, 83, 10,  0,  0, 34, 37,100, 70, 95,100,  5, 79, 8
 88,100, 26, 93, 38, 69,100, 88, 93, 83, 91, 51, 57, 22,  0,  0, 9
 63, 98,  8, 83, 73, 43,100,  0,  0,  5, 35, 49, 97, 90, 13,100, 8
 59, 88, 89,100,100, 70, 60, 53, 83, 44, 84, 14, 42,  0,  0,  7, 3
 39, 61, 95, 79, 65,100,  0, 90, 13, 67, 80, 57,100, 30, 85,  0, 9
 17, 81, 43,100,100, 91, 75, 63, 49, 37, 98, 16, 62,  0,  0,  1, 3
  0, 89, 32,100, 70, 97, 73, 70, 67, 43,100, 27, 90,  5, 52,  0, 3
 87,100, 36, 71, 85, 35, 52,  0,  0, 13, 51, 49,100, 85, 44, 97, 8
  0, 79, 25, 50, 98, 25, 71,  0, 10, 16, 50, 47,100, 76, 83,100, 8
 88, 77, 30, 96, 46, 48, 68,  0,  0,  2, 45, 46,100, 88, 38,100, 8
 86, 85, 47, 64,  0, 76, 34,100, 78, 88, 81, 58, 81, 28,100,  0, 9
 19, 86, 63,100, 89, 80, 51, 57, 72, 37,100, 14, 49,  0,  0,  2, 3
  6, 97, 63,100, 95, 79, 48, 60, 67, 52,100, 28, 56,  8,  0,  0, 3
  0, 82, 44,100, 69, 81, 38, 54, 68, 46,100, 20, 61,  0,  6,  6, 3
 77,100, 40, 80, 75, 71,100, 94, 89, 66, 81, 38, 47, 15,  0,  0, 9
 67,100, 10, 92, 29, 53, 50, 14,  1,  0,  0, 37, 45, 67,100, 87, 8
 67, 99, 18, 97, 32, 47, 69,  0,  0,  4, 45, 49,100, 91, 42,100, 8
 52, 81, 86,100, 89, 72, 63, 53,100, 42, 85, 11, 43,  0,  0, 11, 3
 55, 50,100, 74, 76,100,  7, 90,  0, 64, 72, 55, 97, 32, 83,  0, 9
 73, 78, 30,100,  0, 70, 75, 39, 92,  0, 21, 21, 75, 60,100, 88, 8
 32, 84, 79, 64, 85,100, 35, 78, 74, 68,100, 37, 82,  0,  0,  0, 9
  0, 80, 38,100, 95, 95, 57, 71, 51, 51,100, 31, 95,  2, 36,  0, 3
 18, 72, 59, 38, 64,  0,  0,  9, 50, 41,100, 73, 73,100,  9, 80, 8
 26, 80, 53,100,100, 98, 93, 76, 55, 59, 71, 37, 37, 17,  0,  0, 3
  7, 82, 69,100,100, 73, 55, 37, 15,  0, 74,  0, 34, 38,  0, 72, 8
 43, 99, 84,100, 80, 77, 70, 59,100, 37, 80, 11, 39,  0,  0,  3, 3
 29,100,  0, 75, 53, 54,100, 30, 78,  0, 56, 25, 66, 63, 15, 71, 8
 38, 86, 70, 69, 94,100, 36, 84, 90, 79,100, 43, 68,  6,  0,  0, 9
  0, 65,  2, 94, 58,100, 98, 88, 72, 59,100, 28, 69,  5, 24,  0, 3
 79, 93, 20,100, 30, 81, 92, 80,100, 52, 94, 16, 43,  0,  0, 19, 9
  0, 78, 34, 96, 87,100,100, 82, 59, 63, 67, 39, 55, 15, 11,  0, 3
  4, 98,  6, 73, 96,100, 16, 97,  0, 72,100, 89, 51, 43, 13,  0, 9
 54, 90, 22, 65,100, 77, 48,100, 14, 49,  0,  0, 73, 16, 44, 66, 8
 46, 78, 59, 42, 51,  0,  0,  6, 47, 39,100, 69, 90,100, 21, 94, 8
 93, 75, 80,100,  0, 74, 51, 38, 96,  4,  6,  0, 32, 43,100, 79, 8
 75,100,  0, 88, 54, 58,100, 24, 44,  0,  2, 29, 41, 65, 22, 96, 8
 45, 84, 73,100,100, 98, 82, 72, 69, 43, 61, 14, 31,  0,  0,  2, 3
 88, 97, 28, 91, 26, 43,100,  5,  0,  0, 37, 51, 94,100, 31, 87, 8
 48, 88, 91, 69, 76,100, 16, 75, 93, 75,100, 56, 84, 11,  0,  0, 9
 24, 78, 59,100,100, 91, 71, 59, 61, 47, 88, 19, 48,  0,  0, 13, 3
 48, 84, 55, 58, 85, 83, 34,100, 67, 65,100, 28, 59,  0,  0,  0, 9
 35, 90, 75,100, 88, 74, 58, 54,100, 41, 88, 14, 44,  4,  0,  0, 3
 49, 72, 46,100,  0, 71, 48, 35, 79,  0, 11, 21, 40, 58,100, 86, 8
100, 84, 57, 88, 73, 43, 63,  0,  0,  6, 45, 45, 99, 80, 83,100, 8
 54, 57, 70,100,  0, 83, 37, 41, 90,  0, 19,  0, 36, 45,100, 82, 8
 69, 67,100,100, 42, 94, 31, 57, 86, 69, 90, 43, 58,  7,  0,  0, 9
 67, 89, 25,100, 33, 75, 51, 94, 85, 64,100, 23, 56,  0,  0, 10, 9
 61, 73, 52,100, 14, 72, 54, 36, 58,  0,  0, 17, 45, 49,100, 79, 8
 40, 56,100, 92, 26,100, 15, 51, 77,  9,  0,  0, 16, 46,100, 80, 8
 27, 86, 50,100,100, 95, 64, 72, 50, 47, 80, 21, 53,  0,  0,  3, 3
  8, 81, 53,100,100, 94, 64, 66, 77, 54, 99, 30, 54,  8,  0,  0, 3
 35, 55, 46, 55,100, 23, 60,  0,  5, 28, 32, 64, 65,100,  0, 79, 8
 16,100, 59, 99, 69, 80, 76, 64,100, 42, 85, 16, 45,  2,  0,  0, 3
 35, 86, 67,100,100, 84, 57, 66, 95, 44, 96, 12, 48,  0,  0, 11, 3
 46, 90, 41, 60, 99, 87, 54,100, 89, 98,100, 58, 67, 20,  0,  0, 9
100, 87, 52,100, 13, 75, 65, 62, 96, 76, 84, 41, 60,  7,  0,  0, 9
 40,100,  0, 75, 73, 40, 81,  0,  1,  9, 54, 51,100, 93, 15, 98, 8
 56, 68,100, 95, 46,100,  0, 74, 48, 70, 99, 62, 74, 30, 40,  0, 9
 58, 91, 93,100, 77, 73, 97, 49,100, 20, 70,  0, 26,  7,  0, 28, 3
 64, 94, 50, 74, 90, 36, 55,  0,  0, 15, 48, 51,100, 86, 24,100, 8
 34, 74, 62,100,100, 86, 69, 60, 75, 48, 90, 19, 50,  1,  0,  0, 3
  1, 80, 33,100, 84, 93, 54, 64, 84, 44,100, 15, 52,  0,  0,  1, 3
 32, 82, 73,100,100, 92, 66, 66, 76, 44, 92, 18, 48,  3,  0,  0, 3
  2, 94, 51,100,100, 95, 69, 71,100, 46, 97, 17, 51,  5,  0,  0, 3
 23, 49, 81, 69,100,100, 35, 87, 33, 53, 68, 21, 13,  0,  0, 28, 8
 39, 86, 78, 61,100,100, 33, 85, 83, 74, 83, 54, 75,  6,  0,  0, 9
100, 93, 34,100,  0, 73, 64, 71, 87, 94, 74, 62, 64, 31, 62,  0, 9
  8, 81, 42, 98, 92,100,100, 79, 63, 60, 65, 36, 44, 14,  0,  0, 3
 76, 76, 47,100,  0, 84, 48, 66, 83, 68,100, 33, 87,  0, 26,  0, 9
 32, 97, 34, 58, 61, 21,  0,  0,  5, 35, 55, 66,100,100, 39, 93, 8
 23, 73, 30,100, 80, 93, 60, 61, 90, 44,100, 10, 50,  0,  0, 15, 3
 59, 43,100, 79, 64,100, 22, 66, 55, 28, 12,  0,  0, 27, 67, 56, 8
100, 88, 20,100, 43, 54, 78, 10,  0,  0, 12, 42, 83, 74, 50, 93, 8
 92, 78, 42,100,  0, 70, 41, 36, 86,  2, 19,  0, 28, 34,100, 63, 8
 61, 83,  4, 66, 29,100, 80, 85,100, 46,100,  6, 43,  0,  0, 29, 9
 71, 73, 92,100, 18, 81, 25, 45, 45,  9,  0,  0, 18, 33,100, 52, 8
 81,100, 39, 94, 69, 77, 63, 73, 86, 41,100,  9, 52,  0,  0,  2, 9
 11, 91, 41,100, 64, 79, 53, 50, 84, 29,100,  8, 51,  0,  0,  2, 3
 29, 79, 80, 70, 75,100, 16, 79, 91, 78,100, 46, 81, 10,  0,  0, 9
 13,100, 18, 72,100, 85, 18, 95, 12, 75, 98, 67, 64, 30,  0,  0, 9
